base_items,add_items,support,confidence,lift
"The Hollow, The Republic",The Alchemist,0.012979233226837061,0.9420289855072463,4.858579978805654
"The Alchemist, The Republic",The Hollow,0.012979233226837061,0.30092592592592593,3.675700090334237
"The Alchemist, The Hollow",The Republic,0.012979233226837061,0.5241935483870968,5.952746690073879
"The Republic, The Screwtape Letters",The Art of War,0.012979233226837061,0.4961832061068702,3.291239067792326
"The Art of War, The Screwtape Letters",The Republic,0.012979233226837061,0.6914893617021277,7.852559463501713
"The Art of War, The Republic",The Screwtape Letters,0.012979233226837061,0.30660377358490565,5.816180674671241
The Screwtape Letters,"The Art of War, The Republic",0.012979233226837061,0.24621212121212122,5.816180674671241
The Merchant of Venice,The Alchemist,0.012779552715654952,0.31840796019900497,1.6422111891623243
"Harry Potter and the Half-Blood Prince (Book 6), Harry Potter and the Prisoner of Azkaban (Book 3)",Harry Potter and the Chamber of Secrets (Book 2),0.012779552715654952,0.6808510638297872,9.316126031856761
"Harry Potter and the Chamber of Secrets (Book 2), Harry Potter and the Prisoner of Azkaban (Book 3)",Harry Potter and the Half-Blood Prince (Book 6),0.012779552715654952,0.3062200956937799,6.6101303415278005
"Harry Potter and the Chamber of Secrets (Book 2), Harry Potter and the Half-Blood Prince (Book 6)",Harry Potter and the Prisoner of Azkaban (Book 3),0.012779552715654952,0.7901234567901234,11.706917963328218
Harry Potter and the Half-Blood Prince (Book 6),"Harry Potter and the Chamber of Secrets (Book 2), Harry Potter and the Prisoner of Azkaban (Book 3)",0.012779552715654952,0.27586206896551724,6.6101303415278005
Marked,Charlotte's Web (full color),0.012579872204472844,0.42857142857142855,14.904761904761907
Charlotte's Web (full color),Marked,0.012579872204472844,0.4375,14.904761904761907
"The Alchemist, The Hollow",Harry Potter and the Sorcerer's Stone (Book 1),0.012579872204472844,0.5080645161290323,4.150713045308636
"Harry Potter and the Sorcerer's Stone (Book 1), The Hollow",The Alchemist,0.012579872204472844,0.9545454545454546,4.92313453796461
"Harry Potter and the Sorcerer's Stone (Book 1), The Alchemist",The Hollow,0.012579872204472844,0.23247232472324722,2.8395643956439565
Nickel and Dimed,The Art of War,0.012380191693290734,0.36046511627906974,2.3910056984444785
"Harry Potter and the Order of the Phoenix (Book 5), Harry Potter and the Sorcerer's Stone (Book 1)",Harry Potter and the Chamber of Secrets (Book 2),0.012380191693290734,0.6888888888888889,9.426108075288402
"Harry Potter and the Chamber of Secrets (Book 2), Harry Potter and the Sorcerer's Stone (Book 1)",Harry Potter and the Order of the Phoenix (Book 5),0.012380191693290734,0.22545454545454546,4.228750425604358
"Harry Potter and the Chamber of Secrets (Book 2), Harry Potter and the Order of the Phoenix (Book 5)",Harry Potter and the Sorcerer's Stone (Book 1),0.012380191693290734,0.8493150684931506,6.938613153366555
Harry Potter and the Order of the Phoenix (Book 5),"Harry Potter and the Chamber of Secrets (Book 2), Harry Potter and the Sorcerer's Stone (Book 1)",0.012380191693290734,0.23220973782771537,4.228750425604358
"Harry Potter and the Order of the Phoenix (Book 5), Harry Potter and the Sorcerer's Stone (Book 1)",Harry Potter and the Half-Blood Prince (Book 6),0.012380191693290734,0.6888888888888889,14.870498084291187
"Harry Potter and the Half-Blood Prince (Book 6), Harry Potter and the Sorcerer's Stone (Book 1)",Harry Potter and the Order of the Phoenix (Book 5),0.012380191693290734,0.5849056603773585,10.970814783407532
"Harry Potter and the Half-Blood Prince (Book 6), Harry Potter and the Order of the Phoenix (Book 5)",Harry Potter and the Sorcerer's Stone (Book 1),0.012380191693290734,0.4460431654676259,3.6440198575234426
Harry Potter and the Order of the Phoenix (Book 5),"Harry Potter and the Half-Blood Prince (Book 6), Harry Potter and the Sorcerer's Stone (Book 1)",0.012380191693290734,0.23220973782771537,10.970814783407532
Harry Potter and the Half-Blood Prince (Book 6),"Harry Potter and the Order of the Phoenix (Book 5), Harry Potter and the Sorcerer's Stone (Book 1)",0.012380191693290734,0.2672413793103448,14.870498084291187
"The Art of War, The Screwtape Letters",The Alchemist,0.012380191693290734,0.6595744680851063,3.4018011701032056
"The Alchemist, The Screwtape Letters",The Art of War,0.012380191693290734,0.8493150684931506,5.633602467567812
The Screwtape Letters,"The Alchemist, The Art of War",0.012380191693290734,0.23484848484848486,2.7804283974496737
"The Hollow, The Mysterious Mr. Quin",The Big Four,0.012380191693290734,0.38271604938271603,7.428844865537372
"The Big Four, The Mysterious Mr. Quin",The Hollow,0.012380191693290734,0.7126436781609196,8.704681805438744
"The Big Four, The Hollow",The Mysterious Mr. Quin,0.012380191693290734,0.484375,9.512745098039217
The Mysterious Mr. Quin,"The Big Four, The Hollow",0.012380191693290734,0.24313725490196078,9.512745098039217
The Big Four,"The Hollow, The Mysterious Mr. Quin",0.012380191693290734,0.24031007751937986,7.428844865537372
"Harry Potter and the Half-Blood Prince (Book 6), Harry Potter and the Prisoner of Azkaban (Book 3), Harry Potter and the Sorcerer's Stone (Book 1)",Harry Potter and the Chamber of Secrets (Book 2),0.012380191693290734,0.8857142857142857,12.11928181108509
"Harry Potter and the Chamber of Secrets (Book 2), Harry Potter and the Prisoner of Azkaban (Book 3), Harry Potter and the Sorcerer's Stone (Book 1)",Harry Potter and the Half-Blood Prince (Book 6),0.012380191693290734,0.33513513513513515,7.234296365330848
"Harry Potter and the Chamber of Secrets (Book 2), Harry Potter and the Half-Blood Prince (Book 6), Harry Potter and the Sorcerer's Stone (Book 1)",Harry Potter and the Prisoner of Azkaban (Book 3),0.012380191693290734,0.8157894736842105,12.087200249143567
"Harry Potter and the Chamber of Secrets (Book 2), Harry Potter and the Half-Blood Prince (Book 6), Harry Potter and the Prisoner of Azkaban (Book 3)",Harry Potter and the Sorcerer's Stone (Book 1),0.012380191693290734,0.96875,7.914355628058727
"Harry Potter and the Prisoner of Azkaban (Book 3), Harry Potter and the Sorcerer's Stone (Book 1)","Harry Potter and the Chamber of Secrets (Book 2), Harry Potter and the Half-Blood Prince (Book 6)",0.012380191693290734,0.2540983606557377,15.71018012548067
"Harry Potter and the Half-Blood Prince (Book 6), Harry Potter and the Sorcerer's Stone (Book 1)","Harry Potter and the Chamber of Secrets (Book 2), Harry Potter and the Prisoner of Azkaban (Book 3)",0.012380191693290734,0.5849056603773585,14.01534711564503
"Harry Potter and the Half-Blood Prince (Book 6), Harry Potter and the Prisoner of Azkaban (Book 3)","Harry Potter and the Chamber of Secrets (Book 2), Harry Potter and the Sorcerer's Stone (Book 1)",0.012380191693290734,0.6595744680851063,12.011450676982593
"Harry Potter and the Chamber of Secrets (Book 2), Harry Potter and the Sorcerer's Stone (Book 1)","Harry Potter and the Half-Blood Prince (Book 6), Harry Potter and the Prisoner of Azkaban (Book 3)",0.012380191693290734,0.22545454545454546,12.011450676982593
"Harry Potter and the Chamber of Secrets (Book 2), Harry Potter and the Prisoner of Azkaban (Book 3)","Harry Potter and the Half-Blood Prince (Book 6), Harry Potter and the Sorcerer's Stone (Book 1)",0.012380191693290734,0.2966507177033493,14.01534711564503
"Harry Potter and the Chamber of Secrets (Book 2), Harry Potter and the Half-Blood Prince (Book 6)","Harry Potter and the Prisoner of Azkaban (Book 3), Harry Potter and the Sorcerer's Stone (Book 1)",0.012380191693290734,0.7654320987654321,15.71018012548067
Harry Potter and the Half-Blood Prince (Book 6),"Harry Potter and the Chamber of Secrets (Book 2), Harry Potter and the Prisoner of Azkaban (Book 3), Harry Potter and the Sorcerer's Stone (Book 1)",0.012380191693290734,0.2672413793103448,7.234296365330848
The Merchant of Venice,The Republic,0.012180511182108627,0.3034825870646766,3.446351011382994
"The Art of Loving, The Art of War",The Alchemist,0.012180511182108627,0.6853932584269663,3.5349633761094204
"The Alchemist, The Art of Loving",The Art of War,0.012180511182108627,0.40397350993377484,2.679601771852112
The War of Art,Longitude,0.011980830670926517,0.3015075376884422,10.413446543060127
Longitude,The War of Art,0.011980830670926517,0.41379310344827586,10.413446543060127
"The 7 Habits of Highly Effective People, Who Moved My Cheese?",Hamlet,0.011980830670926517,0.40540540540540543,6.976873780997493
"Hamlet, Who Moved My Cheese?",The 7 Habits of Highly Effective People,0.011980830670926517,0.8108108108108109,7.9931900404341345
"Hamlet, The 7 Habits of Highly Effective People",Who Moved My Cheese?,0.011980830670926517,0.5217391304347826,11.360302457466918
Who Moved My Cheese?,"Hamlet, The 7 Habits of Highly Effective People",0.011980830670926517,0.2608695652173913,11.360302457466918
Hamlet,"The 7 Habits of Highly Effective People, Who Moved My Cheese?",0.011980830670926517,0.20618556701030927,6.976873780997493
"Harry Potter and the Half-Blood Prince (Book 6), Harry Potter and the Order of the Phoenix (Book 5)",Harry Potter and the Chamber of Secrets (Book 2),0.011980830670926517,0.4316546762589928,5.906356881707748
"Harry Potter and the Chamber of Secrets (Book 2), Harry Potter and the Order of the Phoenix (Book 5)",Harry Potter and the Half-Blood Prince (Book 6),0.011980830670926517,0.821917808219178,17.7420878601795
"Harry Potter and the Chamber of Secrets (Book 2), Harry Potter and the Half-Blood Prince (Book 6)",Harry Potter and the Order of the Phoenix (Book 5),0.011980830670926517,0.7407407407407407,13.893743931197115
Harry Potter and the Order of the Phoenix (Book 5),"Harry Potter and the Chamber of Secrets (Book 2), Harry Potter and the Half-Blood Prince (Book 6)",0.011980830670926517,0.2247191011235955,13.893743931197115
Harry Potter and the Half-Blood Prince (Book 6),"Harry Potter and the Chamber of Secrets (Book 2), Harry Potter and the Order of the Phoenix (Book 5)",0.011980830670926517,0.25862068965517243,17.7420878601795
"Harry Potter and the Prisoner of Azkaban (Book 3), Harry Potter and the Sorcerer's Stone (Book 1)",Harry Potter and the Order of the Phoenix (Book 5),0.011980830670926517,0.2459016393442623,4.612267452569534
"Harry Potter and the Order of the Phoenix (Book 5), Harry Potter and the Sorcerer's Stone (Book 1)",Harry Potter and the Prisoner of Azkaban (Book 3),0.011980830670926517,0.6666666666666666,9.877712031558184
"Harry Potter and the Order of the Phoenix (Book 5), Harry Potter and the Prisoner of Azkaban (Book 3)",Harry Potter and the Sorcerer's Stone (Book 1),0.011980830670926517,0.5769230769230769,4.713263897603212
Harry Potter and the Order of the Phoenix (Book 5),"Harry Potter and the Prisoner of Azkaban (Book 3), Harry Potter and the Sorcerer's Stone (Book 1)",0.011980830670926517,0.2247191011235955,4.612267452569534
"The Art of War, Think and Grow Rich",The 7 Habits of Highly Effective People,0.011980830670926517,0.4195804195804196,4.1363361048400415
"The 7 Habits of Highly Effective People, Think and Grow Rich",The Art of War,0.011980830670926517,0.28169014084507044,1.8684824176849175
"The 7 Habits of Highly Effective People, The Art of War",Think and Grow Rich,0.011980830670926517,0.36809815950920244,3.339557215257402
Neil Gaiman's Neverwhere,Dragons of Winter Night,0.01178115015974441,0.43703703703703706,9.903536115300822
Dragons of Winter Night,Neil Gaiman's Neverwhere,0.01178115015974441,0.2669683257918552,9.903536115300822
Getting Things Done,Think and Grow Rich,0.01178115015974441,0.3597560975609756,3.2638741604807353
"The 7 Habits of Highly Effective People, The Alchemist",Hamlet,0.01178115015974441,0.21223021582733814,3.65240178990828
"Hamlet, The Alchemist",The 7 Habits of Highly Effective People,0.01178115015974441,0.45038167938931295,4.439983170042677
"Hamlet, The 7 Habits of Highly Effective People",The Alchemist,0.01178115015974441,0.5130434782608696,2.6460574038418487
Hamlet,"The 7 Habits of Highly Effective People, The Alchemist",0.01178115015974441,0.2027491408934708,3.65240178990828
"The Alchemist, Water for Elephants",The 7 Habits of Highly Effective People,0.01178115015974441,0.427536231884058,4.214766632431815
"The 7 Habits of Highly Effective People, Water for Elephants",The Alchemist,0.01178115015974441,0.5959595959595959,3.0737030448667935
"The 7 Habits of Highly Effective People, The Alchemist",Water for Elephants,0.01178115015974441,0.21223021582733814,3.2503025102853496
Outlander,A Tale of Two Cities,0.0115814696485623,0.30687830687830686,8.174715749183834
A Tale of Two Cities,Outlander,0.0115814696485623,0.30851063829787234,8.174715749183834
The Truth,The Alchemist,0.0115814696485623,0.23770491803278687,1.2259796390403674
The Devil Wears Prada,A Tale of Two Cities,0.011381789137380192,0.3825503355704698,10.190489790089963
A Tale of Two Cities,The Devil Wears Prada,0.011381789137380192,0.30319148936170215,10.190489790089963
Everyday Italian,Dragons of Winter Night,0.011381789137380192,0.24675324675324675,5.591584885702534
Dragons of Winter Night,Everyday Italian,0.011381789137380192,0.2579185520361991,5.591584885702534
"Harry Potter and the Prisoner of Azkaban (Book 3), The Art of War",The Alchemist,0.011381789137380192,0.7808219178082192,4.027143320683379
"Harry Potter and the Prisoner of Azkaban (Book 3), The Alchemist",The Art of War,0.011381789137380192,0.5588235294117647,3.7067393844955205
"The Art of War, Water for Elephants",The 7 Habits of Highly Effective People,0.011381789137380192,0.40425531914893614,3.9852571620036854
"The 7 Habits of Highly Effective People, Water for Elephants",The Art of War,0.011381789137380192,0.5757575757575758,3.819064820389324
"The 7 Habits of Highly Effective People, The Art of War",Water for Elephants,0.011381789137380192,0.3496932515337423,5.35554680024765
"Harry Potter and the Half-Blood Prince (Book 6), Harry Potter and the Order of the Phoenix (Book 5), Harry Potter and the Sorcerer's Stone (Book 1)",Harry Potter and the Chamber of Secrets (Book 2),0.011381789137380192,0.9193548387096774,12.579587519830778
"Harry Potter and the Chamber of Secrets (Book 2), Harry Potter and the Order of the Phoenix (Book 5), Harry Potter and the Sorcerer's Stone (Book 1)",Harry Potter and the Half-Blood Prince (Book 6),0.011381789137380192,0.9193548387096774,19.84538375973304
"Harry Potter and the Chamber of Secrets (Book 2), Harry Potter and the Half-Blood Prince (Book 6), Harry Potter and the Sorcerer's Stone (Book 1)",Harry Potter and the Order of the Phoenix (Book 5),0.011381789137380192,0.75,14.06741573033708
"Harry Potter and the Chamber of Secrets (Book 2), Harry Potter and the Half-Blood Prince (Book 6), Harry Potter and the Order of the Phoenix (Book 5)",Harry Potter and the Sorcerer's Stone (Book 1),0.011381789137380192,0.95,7.761174551386624
"Harry Potter and the Order of the Phoenix (Book 5), Harry Potter and the Sorcerer's Stone (Book 1)","Harry Potter and the Chamber of Secrets (Book 2), Harry Potter and the Half-Blood Prince (Book 6)",0.011381789137380192,0.6333333333333333,39.157201646090535
"Harry Potter and the Half-Blood Prince (Book 6), Harry Potter and the Sorcerer's Stone (Book 1)","Harry Potter and the Chamber of Secrets (Book 2), Harry Potter and the Order of the Phoenix (Book 5)",0.011381789137380192,0.5377358490566038,36.89015249418455
"Harry Potter and the Half-Blood Prince (Book 6), Harry Potter and the Order of the Phoenix (Book 5)","Harry Potter and the Chamber of Secrets (Book 2), Harry Potter and the Sorcerer's Stone (Book 1)",0.011381789137380192,0.41007194244604317,7.467782864617398
"Harry Potter and the Chamber of Secrets (Book 2), Harry Potter and the Sorcerer's Stone (Book 1)","Harry Potter and the Half-Blood Prince (Book 6), Harry Potter and the Order of the Phoenix (Book 5)",0.011381789137380192,0.20727272727272728,7.467782864617398
"Harry Potter and the Chamber of Secrets (Book 2), Harry Potter and the Order of the Phoenix (Book 5)","Harry Potter and the Half-Blood Prince (Book 6), Harry Potter and the Sorcerer's Stone (Book 1)",0.011381789137380192,0.7808219178082192,36.89015249418455
"Harry Potter and the Chamber of Secrets (Book 2), Harry Potter and the Half-Blood Prince (Book 6)","Harry Potter and the Order of the Phoenix (Book 5), Harry Potter and the Sorcerer's Stone (Book 1)",0.011381789137380192,0.7037037037037037,39.157201646090535
Harry Potter and the Order of the Phoenix (Book 5),"Harry Potter and the Chamber of Secrets (Book 2), Harry Potter and the Half-Blood Prince (Book 6), Harry Potter and the Sorcerer's Stone (Book 1)",0.011381789137380192,0.21348314606741572,14.06741573033708
Harry Potter and the Half-Blood Prince (Book 6),"Harry Potter and the Chamber of Secrets (Book 2), Harry Potter and the Order of the Phoenix (Book 5), Harry Potter and the Sorcerer's Stone (Book 1)",0.011381789137380192,0.24568965517241378,19.84538375973304
Who Moved My Cheese?,A Short History of Nearly Everything,0.011182108626198083,0.24347826086956523,6.096695652173913
A Short History of Nearly Everything,Who Moved My Cheese?,0.011182108626198083,0.28,6.096695652173913
"Outlander, The Princess Bride",A Tale of Two Cities,0.011182108626198083,0.691358024691358,18.416600998161282
"A Tale of Two Cities, The Princess Bride",Outlander,0.011182108626198083,0.5283018867924528,13.998602375960866
"A Tale of Two Cities, Outlander",The Princess Bride,0.011182108626198083,0.9655172413793104,20.575788701393982
The Princess Bride,"A Tale of Two Cities, Outlander",0.011182108626198083,0.23829787234042554,20.575788701393982
Outlander,"A Tale of Two Cities, The Princess Bride",0.011182108626198083,0.2962962962962963,13.998602375960866
A Tale of Two Cities,"Outlander, The Princess Bride",0.011182108626198083,0.2978723404255319,18.416600998161282
"Jane Eyre, The Art of War",Harry Potter and the Sorcerer's Stone (Book 1),0.011182108626198083,0.36363636363636365,2.9707845172771763
"Harry Potter and the Sorcerer's Stone (Book 1), The Art of War",Jane Eyre,0.011182108626198083,0.30434782608695654,4.379810094952523
"Harry Potter and the Sorcerer's Stone (Book 1), Jane Eyre",The Art of War,0.011182108626198083,0.8484848484848485,5.628095524784267
"The Hollow, The Republic",The Art of War,0.011182108626198083,0.8115942028985508,5.383395719358864
"The Art of War, The Republic",The Hollow,0.011182108626198083,0.2641509433962264,3.226507132995858
"The Art of War, The Hollow",The Republic,0.011182108626198083,0.5384615384615384,6.114774114774114
"Beyond Good and Evil, The Art of War",The Alchemist,0.010982428115015975,0.5445544554455446,2.8085774591877315
"Beyond Good and Evil, The Alchemist",The Art of War,0.010982428115015975,0.39568345323741005,2.624612892467483
"Harry Potter and the Order of the Phoenix (Book 5), Harry Potter and the Prisoner of Azkaban (Book 3)",Harry Potter and the Chamber of Secrets (Book 2),0.010982428115015975,0.5288461538461539,7.236233711643548
"Harry Potter and the Chamber of Secrets (Book 2), Harry Potter and the Prisoner of Azkaban (Book 3)",Harry Potter and the Order of the Phoenix (Book 5),0.010982428115015975,0.2631578947368421,4.935935343977923
"Harry Potter and the Chamber of Secrets (Book 2), Harry Potter and the Order of the Phoenix (Book 5)",Harry Potter and the Prisoner of Azkaban (Book 3),0.010982428115015975,0.7534246575342466,11.16316770689795
Harry Potter and the Order of the Phoenix (Book 5),"Harry Potter and the Chamber of Secrets (Book 2), Harry Potter and the Prisoner of Azkaban (Book 3)",0.010982428115015975,0.20599250936329588,4.935935343977923
"Jane Eyre, The Alchemist",The 7 Habits of Highly Effective People,0.010982428115015975,0.2736318407960199,2.6975359423355663
"Jane Eyre, The 7 Habits of Highly Effective People",The Alchemist,0.010982428115015975,0.6111111111111112,3.1518480375328988
"The Alchemist, The Art of War, The Republic",Harry Potter and the Sorcerer's Stone (Book 1),0.010982428115015975,0.3503184713375796,2.861981899606197
"Harry Potter and the Sorcerer's Stone (Book 1), The Art of War, The Republic",The Alchemist,0.010982428115015975,0.7971014492753623,4.111106135912476
"Harry Potter and the Sorcerer's Stone (Book 1), The Alchemist, The Republic",The Art of War,0.010982428115015975,0.8333333333333334,5.527593818984548
"Harry Potter and the Sorcerer's Stone (Book 1), The Alchemist, The Art of War",The Republic,0.010982428115015975,0.39568345323741005,4.493384883929592
"The Art of War, The Republic","Harry Potter and the Sorcerer's Stone (Book 1), The Alchemist",0.010982428115015975,0.25943396226415094,4.794263036969992
"The Alchemist, The Republic","Harry Potter and the Sorcerer's Stone (Book 1), The Art of War",0.010982428115015975,0.25462962962962965,6.93035426731079
"Harry Potter and the Sorcerer's Stone (Book 1), The Republic","The Alchemist, The Art of War",0.010982428115015975,0.6395348837209303,7.571609214360328
"Harry Potter and the Sorcerer's Stone (Book 1), The Art of War","The Alchemist, The Republic",0.010982428115015975,0.29891304347826086,6.93035426731079
"Harry Potter and the Sorcerer's Stone (Book 1), The Alchemist","The Art of War, The Republic",0.010982428115015975,0.2029520295202952,4.794263036969992
"The Art of War, The Hollow, The Republic",The Alchemist,0.010982428115015975,0.9821428571428571,5.06547006032073
"The Alchemist, The Hollow, The Republic",The Art of War,0.010982428115015975,0.8461538461538461,5.612633723892002
"The Alchemist, The Art of War, The Republic",The Hollow,0.010982428115015975,0.3503184713375796,4.279011962094144
"The Alchemist, The Art of War, The Hollow",The Republic,0.010982428115015975,0.632183908045977,7.17908619386452
"The Hollow, The Republic","The Alchemist, The Art of War",0.010982428115015975,0.7971014492753623,9.437078151231713
"The Art of War, The Republic","The Alchemist, The Hollow",0.010982428115015975,0.25943396226415094,10.47778454047474
"The Art of War, The Hollow","The Alchemist, The Republic",0.010982428115015975,0.5288461538461539,12.26139601139601
"The Alchemist, The Republic","The Art of War, The Hollow",0.010982428115015975,0.25462962962962965,12.26139601139601
"The Alchemist, The Hollow","The Art of War, The Republic",0.010982428115015975,0.4435483870967742,10.47778454047474
"The Republic, The Screwtape Letters",The Alchemist,0.010782747603833865,0.4122137404580153,2.1260210218473126
"The Alchemist, The Screwtape Letters",The Republic,0.010782747603833865,0.7397260273972602,8.400335476656416
"The Alchemist, The Republic",The Screwtape Letters,0.010782747603833865,0.25,4.742424242424242
The Screwtape Letters,"The Alchemist, The Republic",0.010782747603833865,0.20454545454545456,4.742424242424242
"The Art of War, The Republic, The Screwtape Letters",The Alchemist,0.010782747603833865,0.8307692307692308,4.284750059415353
"The Alchemist, The Republic, The Screwtape Letters",The Art of War,0.010782747603833865,1.0,6.6331125827814565
"The Alchemist, The Art of War, The Screwtape Letters",The Republic,0.010782747603833865,0.8709677419354839,9.890717577353522
"The Alchemist, The Art of War, The Republic",The Screwtape Letters,0.010782747603833865,0.34394904458598724,6.524609148812971
"The Republic, The Screwtape Letters","The Alchemist, The Art of War",0.010782747603833865,0.4122137404580153,4.880298846840994
"The Art of War, The Screwtape Letters","The Alchemist, The Republic",0.010782747603833865,0.574468085106383,13.319148936170212
"The Art of War, The Republic","The Alchemist, The Screwtape Letters",0.010782747603833865,0.25471698113207547,17.474282760403206
"The Alchemist, The Screwtape Letters","The Art of War, The Republic",0.010782747603833865,0.7397260273972602,17.474282760403206
"The Alchemist, The Republic","The Art of War, The Screwtape Letters",0.010782747603833865,0.25,13.319148936170212
The Screwtape Letters,"The Alchemist, The Art of War, The Republic",0.010782747603833865,0.20454545454545456,6.524609148812971
The War of Art,Beyond Good and Evil,0.010583067092651758,0.2663316582914573,4.066429709523226
Charlotte's Web (full color),The Art of Loving,0.010583067092651758,0.3680555555555556,5.502155887230514
"The Art of War, The Republic",Jane Eyre,0.010583067092651758,0.25,3.5977011494252875
"Jane Eyre, The Republic",The Art of War,0.010583067092651758,0.726027397260274,4.8158214642111945
"Jane Eyre, The Art of War",The Republic,0.010583067092651758,0.34415584415584416,3.908236887828725
Dragons of Winter Night,The Art of War,0.010383386581469648,0.23529411764705882,1.5607323724191664
"Harry Potter and the Sorcerer's Stone (Book 1), The Art of War",Harry Potter and the Prisoner of Azkaban (Book 3),0.010383386581469648,0.2826086956521739,4.187290969899665
"Harry Potter and the Prisoner of Azkaban (Book 3), The Art of War",Harry Potter and the Sorcerer's Stone (Book 1),0.010383386581469648,0.7123287671232876,5.819481999597756
"Harry Potter and the Prisoner of Azkaban (Book 3), Harry Potter and the Sorcerer's Stone (Book 1)",The Art of War,0.010383386581469648,0.21311475409836064,1.413614156986212
"Harry Potter and the Order of the Phoenix (Book 5), Harry Potter and the Prisoner of Azkaban (Book 3), Harry Potter and the Sorcerer's Stone (Book 1)",Harry Potter and the Chamber of Secrets (Book 2),0.010383386581469648,0.8666666666666667,11.858652094717668
"Harry Potter and the Chamber of Secrets (Book 2), Harry Potter and the Prisoner of Azkaban (Book 3), Harry Potter and the Sorcerer's Stone (Book 1)",Harry Potter and the Order of the Phoenix (Book 5),0.010383386581469648,0.2810810810810811,5.272112562000203
"Harry Potter and the Chamber of Secrets (Book 2), Harry Potter and the Order of the Phoenix (Book 5), Harry Potter and the Sorcerer's Stone (Book 1)",Harry Potter and the Prisoner of Azkaban (Book 3),0.010383386581469648,0.8387096774193549,12.426799007444169
"Harry Potter and the Chamber of Secrets (Book 2), Harry Potter and the Order of the Phoenix (Book 5), Harry Potter and the Prisoner of Azkaban (Book 3)",Harry Potter and the Sorcerer's Stone (Book 1),0.010383386581469648,0.9454545454545454,7.724039744920658
"Harry Potter and the Prisoner of Azkaban (Book 3), Harry Potter and the Sorcerer's Stone (Book 1)","Harry Potter and the Chamber of Secrets (Book 2), Harry Potter and the Order of the Phoenix (Book 5)",0.010383386581469648,0.21311475409836064,14.620256007186166
"Harry Potter and the Order of the Phoenix (Book 5), Harry Potter and the Sorcerer's Stone (Book 1)","Harry Potter and the Chamber of Secrets (Book 2), Harry Potter and the Prisoner of Azkaban (Book 3)",0.010383386581469648,0.5777777777777777,13.84455077086656
"Harry Potter and the Order of the Phoenix (Book 5), Harry Potter and the Prisoner of Azkaban (Book 3)","Harry Potter and the Chamber of Secrets (Book 2), Harry Potter and the Sorcerer's Stone (Book 1)",0.010383386581469648,0.5,9.105454545454545
"Harry Potter and the Chamber of Secrets (Book 2), Harry Potter and the Prisoner of Azkaban (Book 3)","Harry Potter and the Order of the Phoenix (Book 5), Harry Potter and the Sorcerer's Stone (Book 1)",0.010383386581469648,0.24880382775119617,13.84455077086656
"Harry Potter and the Chamber of Secrets (Book 2), Harry Potter and the Order of the Phoenix (Book 5)","Harry Potter and the Prisoner of Azkaban (Book 3), Harry Potter and the Sorcerer's Stone (Book 1)",0.010383386581469648,0.7123287671232876,14.620256007186166
The Poetry of Pablo Neruda,How to Read Literature Like a Professor,0.01018370607028754,0.4112903225806452,18.390552995391705
How to Read Literature Like a Professor,The Poetry of Pablo Neruda,0.01018370607028754,0.45535714285714285,18.390552995391705
The Truth,The Art of War,0.01018370607028754,0.20901639344262296,1.3864292693518618
"The 7 Habits of Highly Effective People, The Art of War",Beyond Good and Evil,0.01018370607028754,0.3128834355828221,4.777195870118211
"Beyond Good and Evil, The Art of War",The 7 Habits of Highly Effective People,0.01018370607028754,0.504950495049505,4.9779371637951195
"Beyond Good and Evil, The 7 Habits of Highly Effective People",The Art of War,0.01018370607028754,0.45132743362831856,2.993705678954463
"The Art of War, The Hollow",Harry Potter and the Sorcerer's Stone (Book 1),0.01018370607028754,0.49038461538461536,4.006274312962731
"Harry Potter and the Sorcerer's Stone (Book 1), The Hollow",The Art of War,0.01018370607028754,0.7727272727272727,5.125586995785672
"Harry Potter and the Sorcerer's Stone (Book 1), The Art of War",The Hollow,0.01018370607028754,0.27717391304347827,3.3855779427359494
"The Art of Loving, The Lord of the Rings",The Alchemist,0.01018370607028754,0.864406779661017,4.458238056171342
"The Alchemist, The Lord of the Rings",The Art of Loving,0.01018370607028754,0.3695652173913043,5.5247242050616485
"The Alchemist, The Art of Loving",The Lord of the Rings,0.01018370607028754,0.33774834437086093,4.325942988770516
"The Art of War, The Canterbury Tales",The Alchemist,0.01018370607028754,0.504950495049505,2.604317280337715
"The Alchemist, The Canterbury Tales",The Art of War,0.01018370607028754,0.7727272727272727,5.125586995785672
The Canterbury Tales,"The Alchemist, The Art of War",0.01018370607028754,0.2125,2.515839243498818
"The Alchemist, The Art of War, The Hollow",Harry Potter and the Sorcerer's Stone (Book 1),0.01018370607028754,0.5862068965517241,4.789109523541655
"Harry Potter and the Sorcerer's Stone (Book 1), The Art of War, The Hollow",The Alchemist,0.01018370607028754,1.0,5.157569515962925
"Harry Potter and the Sorcerer's Stone (Book 1), The Alchemist, The Hollow",The Art of War,0.01018370607028754,0.8095238095238095,5.3696625670135605
"Harry Potter and the Sorcerer's Stone (Book 1), The Alchemist, The Art of War",The Hollow,0.01018370607028754,0.3669064748201439,4.481628355851904
"The Art of War, The Hollow","Harry Potter and the Sorcerer's Stone (Book 1), The Alchemist",0.01018370607028754,0.49038461538461536,9.062162929321602
"The Alchemist, The Hollow","Harry Potter and the Sorcerer's Stone (Book 1), The Art of War",0.01018370607028754,0.4112903225806452,11.194249649368865
